FacilityName,lat,long,S,State,City,PrimaryRestriction,Other Requirement 1,Other Requirement 2,Other Requirement 3,Other Requirement 4,Color Coding,num_max_books,only_paperback,condition_good_used_okay,bundle,has_no_restrictions,condition_new,needs_prior_approval,hardcover_okay
Alex City Community Based Facility / Community Work Center,30.737974,-88.108942,0,Alabama,Alexander City,,,,,,,9999,False,False,False,True,False,False,False
FCI Aliceville,38.15447,-95.55193,1,Alabama,Aliceville,White envelopes only,,"No stationary, no blank greeting cards, no journals, no blank paper",,,white envelopes only,5,True,False,False,False,False,False,False
Davis Correctional ,38.550067,-121.725799,2,Alabama,Atmore,,,,,,,9999,False,False,False,True,False,False,False
Fountain Correctional ,31.156856,-87.464965,3,Alabama,Atmore,"Make sure it says: ""PO Box 3800"" in the return address.",,,,,"make sure it says: ""po box 3800"" in the return address.",9999,False,False,False,True,False,False,False
Holman Correctional ,40.672852,-111.860271,4,Alabama,Atmore,,,,,,,9999,True,False,False,False,False,False,False
Oakwood - N. Baldwin ,26.305848,-80.141044,5,Alabama,Bay Minette,,,,,,,3,True,False,False,False,True,False,False
Donaldson Correctional ,40.63592,-76.4119,6,Alabama,Bessemer,Number and Bed Assignment must be shown on address,,,,"Number and Bed Assignment must be shown on address, mark this up on letter!!!",number and bed assignment must be shown on address,4,True,False,False,False,True,False,False
Brimingham Community Based Facility,41.783084,72.046752,7,Alabama,Birmingham,,,,,,,3,True,False,False,False,False,False,False
Bibb Correctional ,32.919152,-87.163477,8,Alabama,Brent,,,,,,,9999,True,False,False,False,False,False,False
Castle Rock,39.331104,-104.848977,9,Alabama,Castle Rock,,No Sex,,,,,9999,False,False,False,False,False,False,False
Ventress Correctional ,30.683038,-91.425464,10,Alabama,Clayton,,,,,,,0,False,False,False,False,False,False,False
Easterling Correctional ,31.689222,-85.585658,11,Alabama,Clio,,,,,,,0,False,False,False,False,False,False,False
Shelby County Jail,33.18357,-86.627385,12,Alabama,Columbiana,,,,,,,0,False,False,False,False,False,False,False
Decatur Work Release ,39.84031,-88.9548,13,Alabama,Decatur,,,,,,,9999,True,False,False,False,False,False,False
Elmore Correctional (3520 Marion Spillway),32.574283,-86.320808,14,Alabama,Elmore,,,,No Sex,,,3,True,False,False,False,False,False,False
Staton Correctional (Box 56/2690 Marion Spillway),32.576807,-86.333402,15,Alabama,Elmore,,,,,,,9999,False,False,False,False,False,False,False
Limestone Correctional ,40.667339,-89.69958,16,Alabama,Harvest,,,,,,,9999,True,True,False,False,False,False,False
,18.776703,100.77522,17,Alabama,Kenai,,,,,,,5,True,True,False,False,False,False,False
Mobile Co. Jail,30.681,-88.04175,18,Alabama,Mobile,,,,,,,3,True,False,False,False,False,False,False
FPC Maxwell Air Force Base,7.312017,13.598974,19,Alabama,Montgomery,"Write: ""APPROVED READING MATERIAL"" on package.",,,,,"write: ""approved reading material"" on package.",9999,True,False,False,False,False,False,False
Montgomery City Jail,36.525922,-87.359748,20,Alabama,Montgomery,,,,,,,0,False,False,False,False,False,False,False
Kilby Correctional ,32.415738,-86.26378,21,Alabama,Mt. Meigs,,,,,,,0,False,False,False,False,False,False,False
Montegomery Women's Facility,32.613397,-82.35634,22,Alabama,Mt. Meigs,,,,,,,0,False,False,False,False,False,False,False
FCI,24.047019,84.072557,24,Alabama,Talladega,,,,,,,9999,True,False,False,False,False,False,False
Perry County Detention Center,40.405276,-77.256678,26,Alabama,Union Town,,,,,,,0,False,False,False,False,False,False,False
Tutwiler Prison for Women,32.563821,-86.19364,27,Alabama,Wetumpka,,,,,,,9999,True,False,False,False,False,False,False
ACC East,25.791058,-80.21153,28,Alaska,Anchorage,,,,,,,9999,True,False,False,False,False,False,False
Lemon Creek,49.7,-117.48333,31,Alaska,Juneau,,,,,,,0,False,False,False,False,False,False,False
Spring Creek Correctional ,43.103259,-101.038811,33,Alaska,Seward,,Publisher Only,,,,,0,False,False,False,False,False,False,False
Goose Creek Corr. Ctr,61.359964,-150.008035,34,Alaska,Wasilla,,,,,,,9999,True,False,False,False,False,False,False
Lewis Bachman Unit,47.086585,-122.577598,35,Arizona,Buckeye,,,,,,,0,False,False,False,False,False,False,False
Lewis Barchey Unit,47.086585,-122.577598,36,Arizona,Buckeye,,,,,,,0,False,False,False,False,False,False,False
Lewis Buckley Unit,47.086585,-122.577598,37,Arizona,Buckeye,,,,,,,0,False,False,False,False,False,False,False
Lewis Eagle Point Unit,42.459804,-122.803634,38,Arizona,Buckeye,,,,,,,9999,True,True,False,False,False,False,False
Lewis Morey Unit,47.086585,-122.577598,39,Arizona,Buckeye,,,,,,,0,False,False,False,False,False,False,False
Lewis Rast Unit,47.086585,-122.577598,40,Arizona,Buckeye,,,,,,,0,False,False,False,False,False,False,False
Lewis Stiner Unit,47.086585,-122.577598,41,Arizona,Buckeye,,,,,,,0,False,False,False,False,False,False,False
Lewis Sunrise Unit,46.575099,-122.392404,42,Arizona,Buckeye,,,,,,,9999,True,True,False,False,False,False,False
Yavapai Co. Det Svc ,34.566581,-112.424784,43,Arizona,Camp Verde,,,,,,,9999,True,False,False,False,False,False,False
Douglas Eggers Unit,54.15,-4.48333,44,Arizona,Douglas,,,,,,,9999,True,False,False,False,False,False,False
Douglas Gila Unit,54.15,-4.48333,45,Arizona,Douglas,,,,,,,0,False,False,False,False,False,False,False
Douglas Maricopa Unit,54.15,-4.48333,46,Arizona,Douglas,,,,,,,9999,True,False,False,False,False,False,False
Douglas Mohave Unit,54.15,-4.48333,47,Arizona,Douglas,,,,,,,9999,True,False,False,False,False,False,False
Douglas Papago Unit,54.15,-4.48333,48,Arizona,Douglas,,,,,,,9999,True,False,False,False,False,False,False
CCA/Red Rock Correctional Center ,32.808678,-111.52063,49,Arizona,Eloy,,,,,,,3,True,False,False,False,False,False,False
CCA/Saguaro Correctional Center ,32.809344,-111.526442,50,Arizona,Eloy,Holds HAWAII inmates,,,,"Waiting to see if we can get on approved sender list, for now DNS",holds hawaii inmates,9999,False,False,False,False,False,False,False
La Palma Correctional Center ,37.566652,-78.474686,51,Arizona,Eloy,,,,,,,0,False,False,False,False,False,False,False
Eyman ,39.54005,-83.445226,52,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Eyman Browning Unit,39.54005,-83.445226,53,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Eyman Cook Unit,39.54005,-83.445226,54,Arizona,Florence,,,,,"Called 1-20-21, publisher only, mike",,0,False,False,False,False,False,False,False
Eyman Meadows Unit,32.208922,-82.375843,55,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Florence CBK,43.779175,11.249456,56,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Florence Central Unit,43.779175,11.249456,57,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Florence East Unit,43.779175,11.249456,58,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Florence Kassan,43.779175,11.249456,59,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Florence North Unit,43.779175,11.249456,60,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Florence South Unit,34.182369,-79.786461,61,Arizona,Florence,,,,,"Test pkg rtn'd, verifies DNS, 9-30-20-mike",,0,False,False,False,False,False,False,False
Florence West ,34.19543,-79.76256,62,Arizona,Florence,Private CCA (no lookup),,,,,private cca (no lookup),3,True,False,False,False,False,False,False
Central Arizona C.F. ,38.29172,-91.30293,63,Arizona,Florence,,,,,,,0,False,False,False,False,False,False,False
Corizon Health 1305 Butte,36.193879,-119.312867,64,Arizona,Florence,,,,,Send to E.O. Conor,,9999,False,False,True,False,False,False,False
Federal C.C. ,9.404974,7.607418,65,Arizona,Forrest City,,,,,,,0,False,False,False,False,False,False,False
Florence Globe,43.779175,11.249456,66,Arizona,Globe,,,,,,,0,False,False,False,False,False,False,False
Florence Complex Detention,40.68922,-73.989522,67,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Complex Minors,47.680014,-55.431362,68,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Lumley Unit,43.779175,11.249456,69,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Piestewa Unit,43.779175,11.249456,70,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence San Carlos Unit,43.779175,11.249456,71,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence San Pedro Unit,43.779175,11.249456,72,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Santa Cruz Unit,43.779175,11.249456,73,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Santa Maria Unit,43.779175,11.249456,74,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Santa Rosa Unit,43.779175,11.249456,75,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Special Management,43.779175,11.249456,76,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Florence Womens Treatment,43.779175,11.249456,77,Arizona,Goodyear,,,,,,,0,False,False,False,False,False,False,False
Navajo County Jail ,35.367143,-110.312547,78,Arizona,Holbrook,,,,,,,0,False,False,False,False,False,False,False
KIngman Cerbat Unit,37.64585,-98.11367,79,Arizona,Kingman,,,,,,,0,False,False,False,False,False,False,False
Kingman Hualapai Unit,37.64585,-98.11367,80,Arizona,Kingman,,,,,,,0,False,False,False,False,False,False,False
Marana Community Correctional Treatment ,32.41767,-111.24113,81,Arizona,Marana,,, ,,,,9999,True,False,False,False,False,False,False
4th Street Jail / Buckeye Jail ,39.270288,-77.637423,82,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Phoenix Alhambra Reception,34.078538,-118.120501,83,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Phoenix Aspen SPU,33.60503,-112.070892,84,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Phoenix B - Ward,33.60503,-112.070892,85,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Phoenix Flamenco Females,33.60503,-112.070892,86,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Phoenix Flamenco Males,33.60503,-112.070892,87,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Phoenix Inmate Worker,33.60503,-112.070892,88,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Phoenix West Phoenix West ,33.481825,-112.168204,89,Arizona,Phoenix,,,,,,,9999,True,False,False,False,False,False,False
FCI PHOENIX ,24.047019,84.072557,90,Arizona,Phoenix,,,,,,,4,True,False,False,False,False,False,False
Maricopa County Sheriffs Office ,33.604602,-111.720963,91,Arizona,Phoenix,,,,,,,0,False,False,False,False,False,False,False
Florence Picacho Unit,43.779175,11.249456,92,Arizona,Picacho,,,,no dictionary,,,3,True,False,False,False,False,False,False
Safford Ft. Grant Unit,32.62398,-109.944539,93,Arizona,Safford,,,,No Sex,,,9999,True,True,False,False,False,False,False
Safford Graham Unit,32.822054,-109.720607,94,Arizona,Safford,,,,No Sex,,,9999,True,True,False,False,False,False,False
Safford Tonto Unit,32.822054,-109.720607,95,Arizona,Safford,,,,No Sex,,,9999,True,True,False,False,False,False,False
FCI SAFFORD Federal Facility ,32.822054,-109.720607,96,Arizona,Safford,,,,,,,9999,False,False,False,True,False,False,False
Yuma Cheyenne Unit,32.553325,-114.510731,97,Arizona,San Luis,,,,,,,0,False,False,False,False,False,False,False
Yuma Cibola Unit,32.553325,-114.510731,98,Arizona,San Luis,,,,,Only from Amazon 5/31/16 meb,,0,False,False,False,False,False,False,False
Yuma Cocopah Unit,32.553325,-114.510731,99,Arizona,San Luis,,,,,,,0,False,False,False,False,False,False,False
Yuma Dakota Unit,32.553325,-114.510731,100,Arizona,San Luis,,,,,,,0,False,False,False,False,False,False,False
Yuma La Paz Unit,39.734297,-105.014378,101,Arizona,San Luis,,,,,,,0,False,False,False,False,False,False,False
Winslow Apache Unit,35.03586,-110.696972,102,Arizona,St. Johns,,,,,,,9999,True,False,False,False,False,False,False
ASPC-Tucson Catalina Unit,32.22174,-110.92648,103,Arizona,Tucson,,,"Throw out letters from ""Preston Smith""",,,,5,False,False,False,False,False,False,False
ASPC-Tucson Cimarron Unit,32.19709,-110.828987,104,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
ASPC-Tucson Manzanita Unit,32.19709,-110.828987,105,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
ASPC-Tucson Rincon Minors Unit,-34.741547,-58.389538,106,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
ASPC-Tucson Rincon Transitory Unit,-34.741547,-58.389538,107,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
ASPC-Tucson Rincon Unit,-34.741547,-58.389538,108,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
ASPC-Tucson SACRC Unit,31.117323,29.852075,109,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
ASPC-Tucson Santa Rita Unit,31.117323,29.852075,110,Arizona,Tucson,,,"Throw out letters from ""Preston Smith""",,,,5,False,False,False,False,False,False,False
ASPC-Tucson Whetstone Unit,32.19709,-110.828987,111,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
ASPC-Tucson Winchester Unit,32.19709,-110.828987,112,Arizona,Tucson,,,,,,,0,False,False,False,False,False,False,False
"FCI TUCSON, Federal Facility ",32.22174,-110.92648,113,Arizona,Tucson,,no sexual content,, ,,,9999,True,False,False,False,False,False,False
Satellite Prison Camp ,40.768389,-80.700439,114,Arizona,Tucson,,no sexual content,, ,"No naked women, No Breasts",,9999,True,False,False,False,False,False,False
USP TUCSON ,-21.159957,-47.865917,115,Arizona,Tucson,,,,,5/5/15 direct from publisher,,0,False,False,False,False,False,False,False
ASPC-Winslow Complex Lock-Up,33.471026,-112.440002,116,Arizona,Winslow,,,,,,,9999,False,False,False,False,False,False,False
ASPC-Winslow Coronado Unit,31.117323,29.852075,117,Arizona,Winslow,,,,,,,9999,False,False,False,False,False,False,False
ASPC-Winslow Kaibab Unit,31.117323,29.852075,118,Arizona,Winslow,,,,,,,9999,False,False,False,False,False,False,False
ASPC-Yuma Cou Unit,31.117323,29.852075,119,Arizona,Yuma,,,,,,,0,False,False,False,False,False,False,False
Clark County Jail,44.560535,-90.593561,120,Arkansas,Arkadelphia,,,,,,,0,False,False,False,False,False,False,False
East AR Region Unit,38.5,48,121,Arkansas,Brickeys,,, ,,,,9999,True,False,False,False,False,False,False
North Central Unit,39.986877,-75.164898,122,Arkansas,Calico Rock,,,,,,,9999,False,False,True,False,False,False,False
Delta Regional Unit,5.448632,5.771322,123,Arkansas,Dermott,,,,,,,9999,True,False,False,False,False,False,False
Fayetteville,35.089222,-79.020171,124,Arkansas,Fayetteville,,,,,,,9999,True,False,False,False,False,False,False
Varner SuperMax Unit,34.04237,-91.606715,125,Arkansas,Grady,,,,,,,9999,True,False,True,False,False,False,False
Cummins Unit,-34.264749,135.72295,126,Arkansas,Grady,,,,,,,9999,True,False,True,False,False,False,False
Varner Unit,34.04237,-91.606715,127,Arkansas,Grady,,,,,,,9999,True,False,True,False,False,False,False
Ouachita River Unit,32.443382,-92.159758,128,Arkansas,Malvern,,,33,,,,9999,True,False,True,False,False,False,False
 Eastern Arkansas Regional,-32.19228,26.501313,129,Arkansas,Marianna,,,"NO LARGER THAN 
9""X11"" AND 2"" THICK",,,,9999,True,False,False,False,False,False,False
Grimes Unit,30.56265,-95.985523,130,Arkansas,Newport,,,,,,,9999,True,False,True,False,False,False,False
McPherson Unit                     302 Corrections Dr,35.625992,-91.193652,131,Arkansas,Newport,,,No Compostion Books,,,,9999,True,False,True,False,False,False,False
Green County Jail,42.60001,-89.64179,132,Arkansas,Paragould,,,,,,,9999,True,False,False,False,False,False,False
Perryville Jail,37.276237,-85.896736,133,Arkansas,Perryville,,,,,,,9999,False,False,False,False,False,False,False
Pine Bluff Unit,43.058962,-89.659054,134,Arkansas,Pine Bluff,890 Freeline Dr.,,,,,890 freeline dr.,9999,False,False,False,False,False,False,False
Pine Bluff / Diagnostic Unit (RLWCF),43.058962,-89.659054,135,Arkansas,Pine Bluff,7206 W7th Ave,,,,,7206 w7th ave,9999,True,False,False,False,False,False,False
Barbara Ester Unit,14.918727,-88.18186,136,Arkansas,Pine Bluff,7500 Corrections Drive,,,,,7500 corrections drive,9999,True,False,False,False,False,False,False
Tucker Maximum Security Unit,46.987251,28.858186,137,Arkansas,Tucker,,,,,,,9999,False,False,True,False,False,False,False
Tucker Unit,39.112241,-79.570178,138,Arkansas,Tucker,,,,,,,9999,False,False,True,False,False,False,False
Wrightsville Unit,32.727242,-82.719353,139,Arkansas,Wrightsville,,,,,,,9999,False,False,True,False,False,False,False
Wrightsville Hawkins Unit for Males,34.607486,-92.191606,140,Arkansas,Wrightsville,,,,,,,9999,False,False,True,False,False,False,False
Wrightsville Hawkins Unit for Females,34.607486,-92.191606,141,Arkansas,Wrightsville,,,,,,,9999,False,False,True,False,False,False,False
Washington County Jail,44.716169,-67.459486,142,Colorado,Akron,,,,,,,0,False,False,False,False,False,False,False
Brush Correctional ,40.254618,-103.625416,144,Colorado,Brush,,,,,,,9999,False,False,False,True,False,False,False
Buena Vista Correctional Complex,38.822397,-106.115696,145,Colorado,Buena Vista,,,,,,,0,False,False,False,False,False,False,False
Burlington,43.36162,-79.796209,146,Colorado,Burlington,,"Paperback, Hardcover ok","No Sex, No Violence, ","No Gang, No True Crime",,,3,False,False,True,False,False,False,True
Arrowhead Correctional (ECC),34.254859,-117.190253,147,Colorado,Canon City,,,,,,,9999,False,False,False,False,False,False,False
Centennial Correctional ,39.586666,-104.92062,148,Colorado,Canon City,,,,,,,9999,False,False,False,False,False,False,False
Colorado State (ECC/CSP) / Colorado Territorial (CTCF),38.440653,-105.158058,149,Colorado,Canon City,,,,,,,9999,False,False,False,False,False,False,False
CO Dept of Corrections,39.048365,-95.675916,150,Colorado,Canon City,,,,,,,9999,True,False,False,False,False,False,False
Colorado Women's Correctional,38.996664,-105.547822,151,Colorado,Canon City,,,,,,,0,False,False,False,False,False,False,False
Four Mile Correctional (FMCC),38.313954,-88.654687,152,Colorado,Canon City,,,,,,,0,False,False,False,False,False,False,False
Fremont Correctional (FCF)  - Box 999,38.479432,-105.439745,153,Colorado,Canon City,,,,,,,0,False,False,False,False,False,False,False
Skyline Correctional (ECC),40.337482,-76.72338,154,Colorado,Canon City,,,,,,,9999,False,False,False,False,False,False,False
Castle Rock - Colorado,39.331104,-104.848977,155,Colorado,Castle Rock,,,,,,,9999,False,False,False,False,False,False,False
Colorado Department of Corrections,39.731276,-104.986893,156,Colorado,Colorado Springs,,,,,,,9999,True,False,False,False,False,False,False
Delta Correctional ,5.448632,5.771322,157,Colorado,Delta,,,,,,,9999,False,False,False,False,False,False,False
Denver County Jail,39.767486,-104.863939,158,Colorado,Denver,,,,,,,0,False,False,False,False,False,False,False
Denver Reception & Diagnostic Center (DRDC),39.740959,-104.985798,159,Colorado,Denver,,,,,,,4,False,False,False,False,False,False,True
Denver Women's Correctional DWCF,39.740959,-104.985798,160,Colorado,Denver,,,,,,,0,False,False,False,False,False,False,False
Willard-Cybulski,43.639004,-70.231441,161,Colorado,Enfield,,,,,,,9999,True,False,False,False,False,False,False
ADX Florence P.O. Box 8500,45.519754,-122.654951,162,Colorado,Florence,,,,,,,0,False,False,False,False,False,False,False
Fort Collins,40.542844,-105.06543,163,Colorado,Fort Collins,,,,,,,9999,False,False,False,False,True,False,False
Fort Lyon,43.69147,-70.18421,164,Colorado,Fort Lyons,,,,,,,9999,False,False,False,False,False,False,False
Glendive,47.107449,-104.706754,165,Colorado,Glendive,,,,,,,9999,False,True,False,False,False,False,False
Colorado Correctional ,38.996664,-105.547822,166,Colorado,Golden,,,,,,,9999,False,False,False,False,False,False,False
Mesa County Sheriff's Dept,41.44792,-87.371164,167,Colorado,Grand Junction,,,,,,,0,False,False,False,False,False,False,False
(Private prison),-36.758167,174.643621,168,Colorado,Hudson,,,,,,,9999,True,False,False,False,False,False,False
BCCF,38.064649,-103.204839,169,Colorado,Las Animas,,,,,,,9999,False,False,False,False,False,False,False
Net County Correctional ,24.211213,120.700511,170,Colorado,Las Animas,,,,,,,0,False,False,False,False,False,False,False
Limon Correctional ,9.99286,-83.03053,171,Colorado,Limon,,,,,,,0,False,False,False,False,False,False,False
FCI Englewood,24.047019,84.072557,172,Colorado,Littleton,"Write ""BOP approved reading material on package""","No Harry Potter, No anime, No comic books",,,,"write ""bop approved reading material on package""",5,True,False,False,False,False,False,False
Longmont,40.163537,-105.16261,173,Colorado,Longmont,,,,,,,9999,False,False,False,False,False,False,False
Trinidad Correctional,10.46114,-61.25702,174,Colorado,Model,,,,,,,9999,False,False,False,False,False,False,False
Crowley County Correctional ,38.19338,-103.860516,175,Colorado,Olney Springs,,,,,,,0,False,False,False,False,False,False,False
Pueblo Minimum Center,-7.97459,-78.410932,176,Colorado,Pueblo,,,,,,,0,False,False,False,False,False,False,False
San Carlos Correctional (for mentally ill),9.66124,-68.58268,177,Colorado,Pueblo,,,,,,,9999,False,False,False,False,False,False,False
Sterling Correctional ,42.576979,-83.033617,178,Colorado,Sterling,,,,,,,0,False,False,False,False,False,False,False
Walsenburg,37.625526,-104.782072,179,Colorado,Walsenburg,,,,,,,9999,False,False,False,True,False,False,False
Bridgeport Correctional ,41.188221,-73.187335,180,Connecticut,Bridgeport,,No Violence,No Sex,,,,5,True,False,False,False,False,False,False
Brooklyn Correctional ,40.652256,-73.956582,181,Connecticut,Brooklyn,,,,,,,9999,False,False,False,False,False,False,False
Cheshire Correctional Institution(900 Highland Ave),33.88357,-118.408689,182,Connecticut,Cheshire,,No sexualy explicit material,,,"book returned, 8-24-21 mike",,9999,True,False,False,False,False,False,False
Federal Correctional ,10,8,183,Connecticut,Danbury,,,,,,,3,True,False,False,False,False,False,False
Carl Robinson Correctional (CRCI),37.170793,-94.552292,184,Connecticut,Enfield,,,,,,,9999,False,False,False,False,False,False,False
Enfield Correctional ,51.64875,-0.0974,185,Connecticut,Enfield,,,,,,,9999,True,False,False,False,False,False,False
Willard - Cybulski Correctional ,43.639004,-70.231441,186,Connecticut,Enfield,,,,,,,9999,False,False,False,False,False,False,False
Hartford Correctional ,41.765566,-72.690228,187,Connecticut,Hartford,,,,,,,9999,True,False,False,False,False,False,False
New Haven Correctional ,41.308658,-72.925297,188,Connecticut,New Haven,,,,,,,9999,False,False,False,False,False,False,False
Garner Correctional ,35.700552,-78.618677,189,Connecticut,Newtown,,,No Sex,,,,6,False,False,False,False,False,False,False
Gates Correctional ,43.16547,-77.70066,190,Connecticut,Niantic,,,,,,,9999,False,False,False,False,False,False,False
York Correctional ,40.71427,-74.00597,191,Connecticut,Niantic,,,,,,,9999,False,False,False,False,False,False,False
Osborn Correctional Institution,47.972959,-102.423144,192,Connecticut,Somers,,,,,,,9999,True,False,False,False,False,False,False
Northern Correctional Institution,54.5,-6.5,193,Connecticut,Somers,,,,,,,9999,True,False,False,False,False,False,False
Bergin Correctional ,41.793459,-72.660573,194,Connecticut,Storrs,,,,,,,9999,False,False,False,False,False,False,False
MacDougall - Walker Correctional ,45.930982,-60.224324,195,Connecticut,Suffield,,No greeting cards,No Composition Books,"Add separate note in pkg""Books are new, perfect""",,,9999,False,False,False,False,False,False,False
Corrigan - Radgowski Correctional ,30.996028,-94.8296,196,Connecticut,Uncasville,,,,,,,9999,False,False,False,False,False,False,False
Sussex Correctional ,51.00476,-0.10069,197,Delaware,Georgetown,,No Sex,,,,,9999,False,False,False,False,False,False,False
Delores J. Baylor Women's Correctional ,39.702616,-75.581252,198,Delaware,New Castle,,,,,,,9999,False,False,False,True,False,False,False
Delaware Correctional / Vaughn Correctional ,38.978849,-75.46014,199,Delaware,Smyrna,,,Newish,,,,9999,True,False,False,False,False,False,False
John L. Webb Correctional ,39.738071,-75.627358,200,Delaware,Wilmington,,,,,,,9999,False,False,False,True,False,False,False
Howard R. Young Correctional/Multi Purpose Criminal Justice Facility,32.46855,-98.666798,201,Delaware,Wilmington,"Not larger than 8.5""x11""",,No address labels or stickers,,,"not larger than 8.5""x11""",9999,True,False,False,False,True,False,False
Avon Park Correctional ,27.661396,-81.360952,204,Florida, Avon Park,,No Sex,,,,,9999,False,False,False,False,False,False,True
Polk County Jail,34.015347,-85.217322,205,Florida,Bartow,,,,,,,0,False,False,False,False,False,False,False
Glades Correctional ,26.949386,-81.112748,206,Florida,Belle Glade,,,,,,,9999,False,False,False,False,False,False,False
Big Pine Key,24.686647,-81.367106,207,Florida,Big Pine Key,,,,,,,9999,True,False,False,False,False,False,False
Calhoun Correctional ,34.501538,-84.950448,208,Florida,Blountstown,,,Magazines okay,,,,9999,False,True,False,False,False,False,True
Holmes Correctional ,40.558439,-81.929325,209,Florida,Bonifay,,,,,,,9999,False,False,False,False,False,False,False
Hardee Correctional Institution Work Camp,29.304515,-82.188845,210,Florida,Bowling Green,,,No photocopies,No sex,,,9999,False,False,False,False,False,False,True
Bradenton Bridge,52.15042,-0.702434,211,Florida,Bradenton,,,,,,,9999,True,False,False,False,False,False,False
Liberty Correctional ,39.257248,-94.419528,212,Florida,Bristol,,,,No Sex,,,3,True,False,False,False,False,False,False
Levy Forestry Camp,41.026781,-75.713664,213,Florida,Bronson,,,,,,,9999,True,False,False,False,False,False,False
Hernando Correctional (women's),28.564204,-82.497644,214,Florida,Brooksville,,,,,,,9999,False,False,False,True,False,False,False
Flagler Co. Detention,29.45245,-81.25626,215,Florida,Bunnell,,,,,,,9999,True,False,False,False,False,False,False
Sumter Correctional ,33.932566,-80.361482,216,Florida,Bushnell,,,,,,,9999,True,False,False,False,False,False,False
Sumter Work Camp,28.613381,-82.205385,217,Florida,Bushnell,,,,,,,9999,True,False,False,False,False,False,False
Franklin Correctional ,40.495425,-74.535291,218,Florida,Carrabelle,,,No Manila Envelope,,,,9999,True,False,False,False,False,False,False
Century Correctional ,44.03425,-121.338194,219,Florida,Century,,,,,,,9999,False,False,False,False,False,False,False
River Junction Work Camp,-42.200243,145.931252,220,Florida,Chattahoochee,,,,,,,9999,True,False,False,False,False,False,False
Washington Correctional ,38.82652,-77.01712,221,Florida,Chipley,,,,,,,9999,False,False,False,False,False,False,False
Northwest Florida Reception Center,30.51782,-85.65927,222,Florida,Chipley,,,,,,,4,False,False,False,False,False,False,False
Pinellas County Jail,27.90207,-82.705654,223,Florida,Clearwater,,,,,,,0,False,False,False,False,False,False,False
Lake Correctional ,40.773201,-111.933984,224,Florida,Clermont,,No electronics books,No NPRL,,,,9999,False,False,False,False,False,False,False
Brevard Work Camp,40.027755,-90.961768,225,Florida,Cocoa,,,,,,,9999,True,False,False,False,False,False,False
Wakulla Correctional ,30.23687,-84.23101,226,Florida,Crawfordville,,,,,,,9999,False,False,True,False,False,False,False
Okaloosa Correctional ,30.696799,-86.526015,227,Florida,Crestview,,No Cook Books,,,,,9999,False,False,False,False,False,False,False
Cross City Correctional ,29.63621,-83.124996,228,Florida,Cross City,,No Sex,,,,,9999,False,False,False,False,False,False,False
Volusia County Branch Jail,29.052386,-81.156198,230,Florida,Daytona Beach,,,,,,,0,False,False,False,False,False,False,False
Walton Correctional ,51.38533,-0.42066,231,Florida,Defuniak Springs,,No blank journals,No foreign languages except spanish,No Legal Primer-1,,,9999,False,False,False,False,False,False,False
Putnam Correctional ,41.92237,-71.903487,233,Florida,East Palatka,,,,,,,9999,False,False,False,False,False,False,False
Dade Correctional ,25.415936,-80.498897,234,Florida,Florida City,Invoice must be computer printed,,,,,invoice must be computer printed,9999,False,False,False,False,True,False,False
Homestead Correctional (women's),25.460881,-80.443032,235,Florida,Florida City,,,No legal primer,no copies of 15+ pages,,,9999,False,False,False,False,False,False,False
